ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,month,month_name,day,hour
13046302,JG228471,2023-04-17 17:09:00,088XX S JEFFERY BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,412,4,8.0,48.0,11,1191052.0,1846705.0,2023,08/19/2023 03:40:26 PM,41.734367539,-87.575653596,"(41.734367539, -87.575653596)",4,April,Monday,17
13045211,JG227246,2023-04-17 16:11:00,079XX S ESSEX AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,422,4,7.0,46.0,08A,1194235.0,1852771.0,2023,08/19/2023 03:40:26 PM,41.750935666,-87.563794018,"(41.750935666, -87.563794018)",4,April,Monday,16
13052370,JG235770,2023-04-17 15:52:00,052XX N CAMPBELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2011,20,40.0,4.0,08A,1158897.0,1934908.0,2023,08/19/2023 03:40:26 PM,41.977122256,-87.691037892,"(41.977122256, -87.691037892)",4,April,Monday,15
13047041,JG229355,2023-04-17 13:44:00,109XX S VERNON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,513,5,9.0,49.0,11,1181183.0,1832608.0,2023,08/19/2023 03:40:26 PM,41.695916304,-87.612241272,"(41.695916304, -87.612241272)",4,April,Monday,13
13046210,JG228413,2023-04-17 13:00:00,048XX W WASHINGTON BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1532,15,28.0,25.0,11,1144096.0,1900066.0,2023,08/19/2023 03:40:26 PM,41.881804038,-87.746345504,"(41.881804038, -87.746345504)",4,April,Monday,13
13045936,JG227990,2023-04-17 13:00:00,028XX S ARCHER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,913,9,11.0,60.0,11,1168586.0,1885811.0,2023,08/19/2023 03:40:26 PM,41.842192281,-87.656831226,"(41.842192281, -87.656831226)",4,April,Monday,13
13045012,JG226962,2023-04-17 12:30:00,080XX S INGLESIDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,631,6,8.0,44.0,08A,1183958.0,1851943.0,2023,08/19/2023 03:40:26 PM,41.74890961,-87.601479268,"(41.74890961, -87.601479268)",4,April,Monday,12
13110889,JG305800,2023-04-17 12:00:00,053XX S KENNETH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,815,8,23.0,62.0,11,1147598.0,1868995.0,2023,08/19/2023 03:40:26 PM,41.796474571,-87.734281839,"(41.796474571, -87.734281839)",4,April,Monday,12
13044989,JG226907,2023-04-17 11:45:00,072XX S OAKLEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,832,8,18.0,66.0,08A,1162324.0,1856609.0,2023,08/19/2023 03:40:26 PM,41.762191409,-87.680624694,"(41.762191409, -87.680624694)",4,April,Monday,11
13045500,JG226718,2023-04-17 10:25:00,052XX W GEORGE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,2514,25,31.0,19.0,08A,1141042.0,1918781.0,2023,08/19/2023 03:40:26 PM,41.933216899,-87.757098219,"(41.933216899, -87.757098219)",4,April,Monday,10
13046136,JG228154,2023-04-17 10:00:00,075XX S DANTE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,411,4,8.0,43.0,08A,1187181.0,1855264.0,2023,08/19/2023 03:40:26 PM,41.757946916,-87.589563944,"(41.757946916, -87.589563944)",4,April,Monday,10
13061204,JG246405,2023-04-17 07:49:00,0000X S RIVERSIDE PLZ,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,121,1,42.0,28.0,08A,1173399.0,1900180.0,2023,08/19/2023 03:40:26 PM,41.881516473,-87.638742433,"(41.881516473, -87.638742433)",4,April,Monday,7
13044662,JG226423,2023-04-17 05:00:00,081XX S EBERHART AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,True,631,6,6.0,44.0,08A,1180991.0,1851096.0,2023,08/19/2023 03:40:26 PM,41.746654086,-87.612377367,"(41.746654086, -87.612377367)",4,April,Monday,5
13048000,JG230497,2023-04-17 00:00:00,010XX N HAMLIN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1112,11,27.0,23.0,08A,1150862.0,1906596.0,2023,08/19/2023 03:40:26 PM,41.899593359,-87.721329659,"(41.899593359, -87.721329659)",4,April,Monday,0
13044457,JG226208,2023-04-16 20:24:00,021XX W LEXINGTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,POLICE FACILITY / VEHICLE PARKING LOT,False,False,1225,12,28.0,28.0,08A,1162296.0,1896746.0,2023,08/19/2023 03:40:26 PM,41.872332627,-87.679608149,"(41.872332627, -87.679608149)",4,April,Sunday,20
13044421,JG226131,2023-04-16 18:40:00,077XX N SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2422,24,49.0,1.0,08A,1165398.0,1951104.0,2023,08/19/2023 03:40:26 PM,42.021428201,-87.666667114,"(42.021428201, -87.666667114)",4,April,Sunday,18
13044463,JG226169,2023-04-16 18:30:00,077XX N SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2422,24,49.0,1.0,08A,1165398.0,1951104.0,2023,08/19/2023 03:40:26 PM,42.021428201,-87.666667114,"(42.021428201, -87.666667114)",4,April,Sunday,18
13044325,JG226066,2023-04-16 17:35:00,059XX S MARSHFIELD AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,714,7,15.0,67.0,26,1166356.0,1865404.0,2023,08/19/2023 03:40:26 PM,41.786241127,-87.66559656,"(41.786241127, -87.66559656)",4,April,Sunday,17
13183501,JG391995,2023-04-16 17:00:00,062XX S LAFLIN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,713,7,16.0,67.0,08A,1167402.0,1863375.0,2023,08/24/2023 03:40:56 PM,41.780650945,-87.661819494,"(41.780650945, -87.661819494)",4,April,Sunday,17
13044461,JG226217,2023-04-16 16:30:00,020XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARK PROPERTY,False,False,1814,18,43.0,7.0,11,1173986.0,1913691.0,2023,08/19/2023 03:40:26 PM,41.918578314,-87.636183854,"(41.918578314, -87.636183854)",4,April,Sunday,16
13046300,JG228478,2023-04-16 16:15:00,005XX W MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,121,1,42.0,28.0,11,1172508.0,1900293.0,2023,08/19/2023 03:40:26 PM,41.881846294,-87.64201078,"(41.881846294, -87.64201078)",4,April,Sunday,16
13056355,JG240506,2023-04-16 16:01:00,001XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False,112,1,34.0,32.0,11,1176401.0,1899793.0,2023,08/19/2023 03:40:26 PM,41.880387322,-87.627731005,"(41.880387322, -87.627731005)",4,April,Sunday,16
13044560,JG225996,2023-04-16 16:00:00,002XX E GARFIELD BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,231,2,3.0,40.0,08A,1178686.0,1868597.0,2023,08/19/2023 03:40:26 PM,41.794731362,-87.620291732,"(41.794731362, -87.620291732)",4,April,Sunday,16
13046691,JG228873,2023-04-16 14:22:00,056XX N KENNETH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1711,17,39.0,12.0,08A,1145665.0,1937100.0,2023,08/19/2023 03:40:26 PM,41.983399195,-87.739642429,"(41.983399195, -87.739642429)",4,April,Sunday,14
13044156,JG225888,2023-04-16 14:00:00,031XX W WILSON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1713,17,33.0,14.0,11,1154470.0,1930351.0,2023,08/19/2023 03:40:26 PM,41.964707515,-87.707440452,"(41.964707515, -87.707440452)",4,April,Sunday,14
13046560,JG228780,2023-04-16 14:00:00,010XX N CICERO AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,False,False,1111,11,37.0,25.0,11,1144175.0,1906302.0,2023,08/19/2023 03:40:26 PM,41.898914865,-87.745898649,"(41.898914865, -87.745898649)",4,April,Sunday,14
13048624,JG231218,2023-04-16 12:00:00,052XX W KAMERLING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2532,25,37.0,25.0,08A,1141025.0,1908480.0,2023,08/19/2023 03:40:26 PM,41.904950154,-87.757414918,"(41.904950154, -87.757414918)",4,April,Sunday,12
13044069,JG225770,2023-04-16 11:47:00,089XX S LAFAYETTE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,634,6,21.0,44.0,26,1177503.0,1845700.0,2023,08/19/2023 03:40:26 PM,41.731926282,-87.625320836,"(41.731926282, -87.625320836)",4,April,Sunday,11
13045350,JG227027,2023-04-16 11:21:00,131XX S AVENUE O,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,433,4,10.0,55.0,08A,1201075.0,1818481.0,2023,08/19/2023 03:40:26 PM,41.656670335,-87.539887217,"(41.656670335, -87.539887217)",4,April,Sunday,11
13043920,JG225590,2023-04-16 10:43:00,002XX S HAMLIN BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1122,11,28.0,26.0,08A,1151106.0,1898626.0,2023,08/19/2023 03:40:26 PM,41.877718066,-87.720642462,"(41.877718066, -87.720642462)",4,April,Sunday,10
13074785,JG262782,2023-04-16 09:00:00,003XX E KENSINGTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,532,5,9.0,53.0,11,1180477.0,1828252.0,2023,08/19/2023 03:40:26 PM,41.683979017,-87.614959177,"(41.683979017, -87.614959177)",4,April,Sunday,9
13044079,JG225457,2023-04-16 08:19:00,014XX W 110TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2234,22,21.0,75.0,08A,1168799.0,1831806.0,2023,08/19/2023 03:40:26 PM,41.69399105,-87.657606561,"(41.69399105, -87.657606561)",4,April,Sunday,8
13043781,JG225404,2023-04-16 06:30:00,067XX S PARNELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,722,7,6.0,68.0,08A,1173731.0,1860274.0,2023,08/19/2023 03:40:26 PM,41.772003478,-87.638708111,"(41.772003478, -87.638708111)",4,April,Sunday,6
13043778,JG225371,2023-04-16 05:59:00,029XX N CALIFORNIA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,1411,14,35.0,21.0,08A,1157201.0,1919464.0,2023,08/19/2023 03:40:26 PM,41.934777718,-87.697696123,"(41.934777718, -87.697696123)",4,April,Sunday,5
13044658,JG226429,2023-04-16 05:00:00,082XX S LANGLEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,631,6,6.0,44.0,08A,1182332.0,1850457.0,2023,08/19/2023 03:40:26 PM,41.744869662,-87.607483412,"(41.744869662, -87.607483412)",4,April,Sunday,5
13048589,JG230914,2023-04-16 00:00:00,037XX S SACRAMENTO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,911,9,12.0,58.0,08A,1156984.0,1879512.0,2023,08/19/2023 03:40:26 PM,41.825149951,-87.699577816,"(41.825149951, -87.699577816)",4,April,Sunday,0
13043575,JG225169,2023-04-15 23:07:00,075XX S GREENWOOD AVE,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,SCHOOL - PUBLIC GROUNDS,False,False,624,6,8.0,69.0,26,1184858.0,1855258.0,2023,08/19/2023 03:40:26 PM,41.757985249,-87.598077559,"(41.757985249, -87.598077559)",4,April,Saturday,23
13043554,JG225086,2023-04-15 23:00:00,023XX W LOGAN BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,1432,14,32.0,22.0,08A,1160418.0,1917765.0,2023,08/19/2023 03:40:26 PM,41.930049492,-87.685920733,"(41.930049492, -87.685920733)",4,April,Saturday,23
13046035,JG228100,2023-04-15 22:00:00,002XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1821,18,2.0,8.0,11,1174199.0,1908321.0,2023,08/19/2023 03:40:26 PM,41.903838027,-87.635561788,"(41.903838027, -87.635561788)",4,April,Saturday,22
13043688,JG225087,2023-04-15 21:31:00,130XX S DREXEL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,533,5,10.0,54.0,08A,1184347.0,1818785.0,2023,08/19/2023 03:40:26 PM,41.657910804,-87.601086943,"(41.657910804, -87.601086943)",4,April,Saturday,21
13044123,JG225822,2023-04-15 20:49:00,057XX S ELIZABETH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,713,7,16.0,67.0,08A,1168969.0,1866739.0,2023,08/19/2023 03:40:26 PM,41.789848438,-87.655977427,"(41.789848438, -87.655977427)",4,April,Saturday,20
13043474,JG225028,2023-04-15 18:00:00,011XX N HOYNE AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,False,1212,12,2.0,24.0,11,1162202.0,1907392.0,2023,08/19/2023 03:40:26 PM,41.901548105,-87.679655522,"(41.901548105, -87.679655522)",4,April,Saturday,18
13043340,JG224739,2023-04-15 14:49:00,018XX S LOOMIS ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1233,12,25.0,31.0,08A,1167331.0,1891060.0,2023,08/19/2023 03:40:26 PM,41.856623051,-87.661285949,"(41.856623051, -87.661285949)",4,April,Saturday,14
13043212,JG224617,2023-04-15 14:30:00,001XX W 51ST ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,224,2,3.0,37.0,26,1175937.0,1871165.0,2023,08/19/2023 03:40:26 PM,41.801840334,-87.630295194,"(41.801840334, -87.630295194)",4,April,Saturday,14
13044448,JG226114,2023-04-15 14:30:00,0000X S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,112,1,42.0,32.0,11,1176815.0,1900232.0,2023,08/19/2023 03:40:26 PM,41.881582612,-87.626197575,"(41.881582612, -87.626197575)",4,April,Saturday,14
13045343,JG227389,2023-04-15 13:00:00,043XX N HAZEL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1915,19,46.0,3.0,11,1169474.0,1929172.0,2023,08/19/2023 03:40:26 PM,41.961158296,-87.652309344,"(41.961158296, -87.652309344)",4,April,Saturday,13
13043041,JG224437,2023-04-15 12:20:00,038XX N NORA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1632,16,38.0,17.0,08A,1128721.0,1924679.0,2023,08/19/2023 03:40:26 PM,41.949620021,-87.802243574,"(41.949620021, -87.802243574)",4,April,Saturday,12
13043218,JG224679,2023-04-15 12:00:00,033XX S OAKLEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,912,9,12.0,59.0,08A,1161565.0,1882491.0,2023,08/19/2023 03:40:26 PM,41.833230705,-87.682688531,"(41.833230705, -87.682688531)",4,April,Saturday,12
13045432,JG227017,2023-04-15 10:50:00,035XX W 26TH ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,GROCERY FOOD STORE,False,False,1032,10,22.0,30.0,11,1152976.0,1886496.0,2023,08/19/2023 03:40:26 PM,41.844395123,-87.714097492,"(41.844395123, -87.714097492)",4,April,Saturday,10
13044429,JG225744,2023-04-15 10:25:00,024XX N CANNON DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARK PROPERTY,False,False,1935,19,43.0,7.0,11,1174588.0,1916485.0,2023,08/19/2023 03:40:26 PM,41.926231713,-87.633888347,"(41.926231713, -87.633888347)",4,April,Saturday,10
13045458,JG226997,2023-04-15 09:45:00,054XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DRUG STORE,False,False,2012,20,40.0,77.0,11,1165048.0,1936387.0,2023,11/04/2023 03:40:18 PM,41.981051896,-87.668375719,"(41.981051896, -87.668375719)",4,April,Saturday,9
13043225,JG224673,2023-04-15 08:00:00,108XX S WASHTENAW AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2212,22,19.0,75.0,11,1160305.0,1832542.0,2023,08/19/2023 03:40:26 PM,41.696189417,-87.688685261,"(41.696189417, -87.688685261)",4,April,Saturday,8
13043126,JG224519,2023-04-15 08:00:00,084XX S SEELEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,614,6,18.0,71.0,08A,1164158.0,1848773.0,2023,08/19/2023 03:40:26 PM,41.7406499,-87.674122863,"(41.7406499, -87.674122863)",4,April,Saturday,8
13044736,JG225678,2023-04-15 02:43:00,030XX N LARAMIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,2514,25,31.0,19.0,08A,1141169.0,1919910.0,2023,08/19/2023 03:40:26 PM,41.936312645,-87.756603586,"(41.936312645, -87.756603586)",4,April,Saturday,2
13071424,JG258834,2023-04-15 00:01:00,035XX N JANSSEN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1922,19,44.0,6.0,11,1166011.0,1923592.0,2023,08/19/2023 03:40:26 PM,41.945921351,-87.665201053,"(41.945921351, -87.665201053)",4,April,Saturday,0
13122865,JG319215,2023-04-15 00:00:00,008XX N MAY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,1213,12,27.0,24.0,11,1168861.0,1905677.0,2023,08/19/2023 03:40:26 PM,41.896700196,-87.655246179,"(41.896700196, -87.655246179)",4,April,Saturday,0
13042811,JG224129,2023-04-14 22:00:00,016XX W NELSON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1931,19,32.0,6.0,11,1164903.0,1920314.0,2023,08/19/2023 03:40:26 PM,41.936949977,-87.669366994,"(41.936949977, -87.669366994)",4,April,Friday,22
13042501,JG223800,2023-04-14 21:34:00,076XX S CLYDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,414,4,8.0,43.0,08A,1191527.0,1854823.0,2023,08/19/2023 03:40:26 PM,41.756632563,-87.573650877,"(41.756632563, -87.573650877)",4,April,Friday,21
13042550,JG223851,2023-04-14 20:08:00,101XX S YALE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,511,5,9.0,49.0,08A,1176402.0,1837770.0,2023,08/19/2023 03:40:26 PM,41.710190077,-87.629591704,"(41.710190077, -87.629591704)",4,April,Friday,20
13042512,JG223645,2023-04-14 18:54:00,058XX S INDIANA AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,232,2,20.0,40.0,26,1178599.0,1866283.0,2023,08/19/2023 03:40:26 PM,41.788383505,-87.620681096,"(41.788383505, -87.620681096)",4,April,Friday,18
13043797,JG224287,2023-04-14 18:46:00,074XX N SEELEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2424,24,49.0,1.0,08A,1161339.0,1949503.0,2023,08/19/2023 03:40:26 PM,42.017120808,-87.68164908,"(42.017120808, -87.68164908)",4,April,Friday,18
13042301,JG223583,2023-04-14 18:16:00,073XX N DAMEN AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,2424,24,49.0,1.0,26,1161661.0,1948584.0,2023,08/19/2023 03:40:26 PM,42.014592318,-87.680489992,"(42.014592318, -87.680489992)",4,April,Friday,18
13042358,JG223654,2023-04-14 16:15:00,026XX N CLYBOURN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,False,False,1931,19,32.0,7.0,11,1163560.0,1917417.0,2023,08/19/2023 03:40:26 PM,41.929028876,-87.674384528,"(41.929028876, -87.674384528)",4,April,Friday,16
13103990,JG226949,2023-04-14 15:25:00,008XX W KINZIE ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,COMMERCIAL / BUSINESS OFFICE,False,False,1214,12,27.0,24.0,11,1170560.0,1902893.0,2023,08/19/2023 03:40:26 PM,41.889023706,-87.649087622,"(41.889023706, -87.649087622)",4,April,Friday,15
13042242,JG223398,2023-04-14 15:00:00,101XX S PRAIRIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,SCHOOL - PUBLIC GROUNDS,False,False,511,5,9.0,49.0,08A,1179704.0,1837843.0,2023,08/19/2023 03:40:26 PM,41.710315707,-87.617497067,"(41.710315707, -87.617497067)",4,April,Friday,15
13042148,JG223376,2023-04-14 14:36:00,015XX N CICERO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,False,False,2533,25,37.0,25.0,08A,1144104.0,1909742.0,2023,08/19/2023 03:40:26 PM,41.908355937,-87.746072935,"(41.908355937, -87.746072935)",4,April,Friday,14
13042310,JG223221,2023-04-14 12:30:00,005XX W ROOSEVELT RD,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,124,1,25.0,28.0,08A,1172783.0,1894971.0,2023,08/19/2023 03:40:26 PM,41.867236282,-87.641158588,"(41.867236282, -87.641158588)",4,April,Friday,12
13042070,JG223106,2023-04-14 12:08:00,067XX N OLMSTED AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VEHICLE NON-COMMERCIAL,True,False,1612,16,41.0,9.0,26,1124555.0,1943846.0,2023,08/19/2023 03:40:26 PM,42.002286163,-87.817133034,"(42.002286163, -87.817133034)",4,April,Friday,12
13045231,JG227287,2023-04-14 10:00:00,017XX N CICERO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2533,25,37.0,25.0,08A,1144134.0,1911075.0,2023,08/19/2023 03:40:26 PM,41.912013268,-87.745929194,"(41.912013268, -87.745929194)",4,April,Friday,10
13042238,JG223454,2023-04-14 09:24:00,011XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1824,18,2.0,8.0,11,1175334.0,1907851.0,2023,08/19/2023 03:40:26 PM,41.902522915,-87.63140683,"(41.902522915, -87.63140683)",4,April,Friday,9
13046451,JG228714,2023-04-14 09:08:00,049XX W SCHOOL ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1634,16,31.0,15.0,08A,1142851.0,1921487.0,2023,08/19/2023 03:40:26 PM,41.940608867,-87.75038257,"(41.940608867, -87.75038257)",4,April,Friday,9
13047093,JG229306,2023-04-14 09:00:00,084XX S KNOX AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,834,8,18.0,70.0,11,1146735.0,1848138.0,2023,08/19/2023 03:40:26 PM,41.739255855,-87.737976001,"(41.739255855, -87.737976001)",4,April,Friday,9
13041870,JG223030,2023-04-14 07:30:00,014XX N LARAMIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2533,25,37.0,25.0,08A,1141440.0,1909072.0,2023,08/19/2023 03:40:26 PM,41.906567014,-87.755875836,"(41.906567014, -87.755875836)",4,April,Friday,7
13043044,JG224320,2023-04-14 05:00:00,064XX S KOSTNER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,813,8,13.0,65.0,08A,1148147.0,1861574.0,2023,08/19/2023 03:40:26 PM,41.776099647,-87.732458763,"(41.776099647, -87.732458763)",4,April,Friday,5
13041566,JG222674,2023-04-14 02:33:00,061XX S ARTESIAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,825,8,16.0,66.0,08A,1161092.0,1863882.0,2023,08/19/2023 03:40:26 PM,41.782175114,-87.684939193,"(41.782175114, -87.684939193)",4,April,Friday,2
13041540,JG222637,2023-04-14 01:30:00,081XX S INGLESIDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,631,6,8.0,44.0,08A,1183979.0,1851242.0,2023,08/19/2023 03:40:26 PM,41.746985503,-87.601424167,"(41.746985503, -87.601424167)",4,April,Friday,1
13041820,JG223023,2023-04-14 01:22:00,023XX W FULLERTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,False,False,1432,14,32.0,22.0,11,1160058.0,1915887.0,2023,08/19/2023 03:40:26 PM,41.924903583,-87.687295639,"(41.924903583, -87.687295639)",4,April,Friday,1
13048278,JG230834,2023-04-14 00:00:00,052XX W FULTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1523,15,37.0,25.0,11,1141184.0,1901436.0,2023,08/19/2023 03:40:26 PM,41.885617646,-87.757004663,"(41.885617646, -87.757004663)",4,April,Friday,0
13221393,JG437142,2023-04-14 00:00:00,060XX S MOODY AVE,0583,STALKING,CYBERSTALKING,RESIDENCE,False,False,812,8,13.0,64.0,08A,1136439.0,1863759.0,2023,09/26/2023 03:44:16 PM,41.782312157,-87.775328288,"(41.782312157, -87.775328288)",4,April,Friday,0
13041760,JG222923,2023-04-13 23:00:00,064XX S MARYLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,312,3,20.0,42.0,08A,1183002.0,1862617.0,2023,08/19/2023 03:40:26 PM,41.778222388,-87.604651032,"(41.778222388, -87.604651032)",4,April,Thursday,23
13044682,JG223036,2023-04-13 21:45:00,088XX S COLFAX AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,423,4,7.0,46.0,08A,1195023.0,1846932.0,2023,08/19/2023 03:40:26 PM,41.734893596,-87.561098474,"(41.734893596, -87.561098474)",4,April,Thursday,21
13042249,JG223585,2023-04-13 18:07:00,072XX S JEFFERY BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,333,3,5.0,43.0,08A,1190802.0,1857152.0,2023,08/19/2023 03:40:26 PM,41.763041071,-87.576232702,"(41.763041071, -87.576232702)",4,April,Thursday,18
13041032,JG222164,2023-04-13 16:14:00,075XX S ESSEX AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,421,4,7.0,43.0,08A,1194171.0,1855524.0,2023,08/19/2023 03:40:26 PM,41.758491683,-87.563938321,"(41.758491683, -87.563938321)",4,April,Thursday,16
13040953,JG221960,2023-04-13 15:24:00,008XX E 90TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,633,6,8.0,44.0,08A,1183303.0,1845479.0,2023,08/19/2023 03:40:26 PM,41.731186945,-87.604080126,"(41.731186945, -87.604080126)",4,April,Thursday,15
13041815,JG223002,2023-04-13 14:30:00,008XX N LAWLER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1531,15,37.0,25.0,08A,1142536.0,1905116.0,2023,08/19/2023 03:40:26 PM,41.895690981,-87.751948223,"(41.895690981, -87.751948223)",4,April,Thursday,14
